id,placename,municipality,province,population
274006,Masele,Ngqushwa,Eastern Cape,314
274007,Komkulu,Ngqushwa,Eastern Cape,614
274008,Mtyinweni,Ngqushwa,Eastern Cape,318
274009,Majamanini,Ngqushwa,Eastern Cape,477
274010,Xengxe,Ngqushwa,Eastern Cape,963
274011,Mtati Siwani,Ngqushwa,Eastern Cape,443
274012,Mtati,Ngqushwa,Eastern Cape,377
274013,Boxelulu,Ngqushwa,Eastern Cape,826
274014,Tyeni,Ngqushwa,Eastern Cape,553
274015,KwaJubisa,Ngqushwa,Eastern Cape,868
274016,Nonibe,Ngqushwa,Eastern Cape,987
274017,Shushu,Ngqushwa,Eastern Cape,112
274018,Mtyolo,Ngqushwa,Eastern Cape,663
274019,Tamara,Ngqushwa,Eastern Cape,1906
274020,KwaDlova,Ngqushwa,Eastern Cape,394
274021,Bekruipkop,Ngqushwa,Eastern Cape,889
274022,Barracks,Ngqushwa,Eastern Cape,1087
274023,Macibi,Ngqushwa,Eastern Cape,277
274024,Tafeni,Ngqushwa,Eastern Cape,491
274025,KwaShushu,Ngqushwa,Eastern Cape,456
274026,Qugqwala,Ngqushwa,Eastern Cape,1412
274027,Mtwaku,Ngqushwa,Eastern Cape,723
274028,eNgquthu,Ngqushwa,Eastern Cape,203
274029,Gcinisa,Ngqushwa,Eastern Cape,143
274030,Ripplemead,Ngqushwa,Eastern Cape,267
274031,KwaPelisile,Ngqushwa,Eastern Cape,286
274032,Qaukeni,Ngqushwa,Eastern Cape,800
274033,Mabongo,Ngqushwa,Eastern Cape,525
274034,KwaMadliki,Ngqushwa,Eastern Cape,679
274035,Tapushe,Ngqushwa,Eastern Cape,85
274036,Tildini,Ngqushwa,Eastern Cape,366
274037,Upper Mtombe,Ngqushwa,Eastern Cape,259
274038,Mavathulana,Ngqushwa,Eastern Cape,71
274039,Msintsini,Ngqushwa,Eastern Cape,273
274040,Kalana,Ngqushwa,Eastern Cape,791
274041,Mtombe,Ngqushwa,Eastern Cape,244
274042,Tyata,Ngqushwa,Eastern Cape,497
274043,Rhode,Ngqushwa,Eastern Cape,230
274044,ePhole,Ngqushwa,Eastern Cape,418
274045,Weltevrede,Ngqushwa,Eastern Cape,207
274046,Craighead,Ngqushwa,Eastern Cape,74
274047,Gwabeni,Ngqushwa,Eastern Cape,379
274048,Horton,Ngqushwa,Eastern Cape,465
274049,Ngqouma,Ngqushwa,Eastern Cape,371
274050,KwaNcwane,Ngqushwa,Eastern Cape,54
274051,Mqwashwini,Ngqushwa,Eastern Cape,513
274052,Posini,Ngqushwa,Eastern Cape,98
274053,Dadeni,Ngqushwa,Eastern Cape,80
274054,eMakhuzeni,Ngqushwa,Eastern Cape,82
274055,Hlosini,Ngqushwa,Eastern Cape,675
274056,Amambalu,Ngqushwa,Eastern Cape,221
274057,Ngxakaxha,Ngqushwa,Eastern Cape,78
274058,Dube,Ngqushwa,Eastern Cape,439
274059,Twecu,Ngqushwa,Eastern Cape,451
274060,Moni,Ngqushwa,Eastern Cape,337
274061,Qamnyana,Ngqushwa,Eastern Cape,119
274062,Mountain View,Ngqushwa,Eastern Cape,31
274063,Gwangwa,Ngqushwa,Eastern Cape,46
274064,Kingslynn,Ngqushwa,Eastern Cape,200
274065,Nqwenerana,Ngqushwa,Eastern Cape,185
274066,Glenmore,Ngqushwa,Eastern Cape,1244
274067,Cwecweni,Ngqushwa,Eastern Cape,190
274068,Enxuba,Ngqushwa,Eastern Cape,1
274069,Mount Somerset,Ngqushwa,Eastern Cape,357
274070,eMxaxa,Ngqushwa,Eastern Cape,4
274071,KwaMagosha,Ngqushwa,Eastern Cape,96
274072,Rura,Ngqushwa,Eastern Cape,308
274073,Damdam,Ngqushwa,Eastern Cape,95
274074,Cisira,Ngqushwa,Eastern Cape,1256
274075,Kwandwane,Ngqushwa,Eastern Cape,218
274076,Ndlambe,Ngqushwa,Eastern Cape,1010
274077,KwaNdwanyana,Ngqushwa,Eastern Cape,706
274078,Luvuyo,Ngqushwa,Eastern Cape,787
274079,Xidolo,Ngqushwa,Eastern Cape,0
274080,Themba,Ngqushwa,Eastern Cape,554
274081,KwaPikoli,Ngqushwa,Eastern Cape,315
274082,Pikoli,Ngqushwa,Eastern Cape,301
274083,Makahlane,Ngqushwa,Eastern Cape,228
274084,Fair View,Ngqushwa,Eastern Cape,365
274085,Peddie,Ngqushwa,Eastern Cape,4658
274086,Magqazeni,Ngqushwa,Eastern Cape,2352
274087,Leqeni,Ngqushwa,Eastern Cape,228
274088,eLalini,Ngqushwa,Eastern Cape,548
274089,Tyityaba,Ngqushwa,Eastern Cape,163
274090,KwaMvemve,Ngqushwa,Eastern Cape,729
274091,Lovers Twist,Ngqushwa,Eastern Cape,638
274092,KwaHoyi,Ngqushwa,Eastern Cape,260
274093,Cwaru,Ngqushwa,Eastern Cape,237
274094,Wooldridge,Ngqushwa,Eastern Cape,179
274095,Qolweni,Ngqushwa,Eastern Cape,448
274096,Runletts,Ngqushwa,Eastern Cape,495
274097,Drayini,Ngqushwa,Eastern Cape,307
274098,Nyanisos,Ngqushwa,Eastern Cape,331
274099,eMahlubini,Ngqushwa,Eastern Cape,307
274100,Bodiam,Ngqushwa,Eastern Cape,414
274101,Woodlands,Ngqushwa,Eastern Cape,379
274102,Bell,Ngqushwa,Eastern Cape,865
274103,Lewuswood,Ngqushwa,Eastern Cape,256
274104,KwaNdaba,Ngqushwa,Eastern Cape,332
274105,Nobumba,Ngqushwa,Eastern Cape,1063
274106,Ntilini,Ngqushwa,Eastern Cape,172
274107,Celetyuma,Ngqushwa,Eastern Cape,791
274108,Rietfontein,Ngqushwa,Eastern Cape,944
274109,Hamburg,Ngqushwa,Eastern Cape,1348
274110,Ntloko,Ngqushwa,Eastern Cape,708
274111,Lower Mgwalana,Ngqushwa,Eastern Cape,587
274112,Mgwalana,Ngqushwa,Eastern Cape,779
274113,KwaGwalani,Ngqushwa,Eastern Cape,349
274114,Maxhegweni,Ngqushwa,Eastern Cape,719
274115,Wakefield,Ngqushwa,Eastern Cape,338
274116,Wesley,Ngqushwa,Eastern Cape,1634
274117,eQeto,Ngqushwa,Eastern Cape,952
274118,Ngqowa,Ngqushwa,Eastern Cape,821
274119,eSigingqini,Ngqushwa,Eastern Cape,205
274120,KwaThuba,Ngqushwa,Eastern Cape,353
274121,Grassridge,Ngqushwa,Eastern Cape,79
274122,Newtondale,Ngqushwa,Eastern Cape,283
274123,Lujiko,Ngqushwa,Eastern Cape,1418
274124,Tharfield,Ngqushwa,Eastern Cape,525
274125,Javu,Ngqushwa,Eastern Cape,43
274126,Qamini,Ngqushwa,Eastern Cape,63
274127,eMazizini,Ngqushwa,Eastern Cape,285
274128,Mpekweni,Ngqushwa,Eastern Cape,953
274129,Zweledinga,Ngqushwa,Eastern Cape,2318
274130,Fallodan,Ngqushwa,Eastern Cape,31
274131,Benton,Ngqushwa,Eastern Cape,140
274132,Easington,Ngqushwa,Eastern Cape,494
274133,Begha Mouth,Ngqushwa,Eastern Cape,19
274134,Bhekisi,Ngqushwa,Eastern Cape,153
274135,KwaMaxwayana,Ngqushwa,Eastern Cape,97
274136,Prudhoe,Ngqushwa,Eastern Cape,828
274137,Gribaltar Rock,Ngqushwa,Eastern Cape,127
276001,Glencairn,Nkonkobe,Eastern Cape,502
276002,Nkonkobe NU,Nkonkobe,Eastern Cape,4846
276003,Cairns,Nkonkobe,Eastern Cape,240
276004,Glenmore,Nkonkobe,Eastern Cape,166
276005,Otterburn,Nkonkobe,Eastern Cape,485
276006,Dunedin,Nkonkobe,Eastern Cape,164
276007,Wellsdale,Nkonkobe,Eastern Cape,299
276008,Balfour,Nkonkobe,Eastern Cape,3102
276009,Fairbairn,Nkonkobe,Eastern Cape,362
276010,Bellvale,Nkonkobe,Eastern Cape,603
276011,Mhlangeni,Nkonkobe,Eastern Cape,323
276012,Tamboekievlei,Nkonkobe,Eastern Cape,352
276013,Moreson,Nkonkobe,Eastern Cape,264
276014,Cathcartvale A,Nkonkobe,Eastern Cape,627
276015,Seymour,Nkonkobe,Eastern Cape,2467
276016,Hogsback,Nkonkobe,Eastern Cape,1029
276017,Hala,Nkonkobe,Eastern Cape,588
276018,KwaKayaletu,Nkonkobe,Eastern Cape,1060
276019,Elundini,Nkonkobe,Eastern Cape,715
276020,Mmangweni,Nkonkobe,Eastern Cape,136
276021,KwaNotenga,Nkonkobe,Eastern Cape,145
276022,Magxagxeni,Nkonkobe,Eastern Cape,277
276023,Gcado,Nkonkobe,Eastern Cape,53
276024,Velani,Nkonkobe,Eastern Cape,374
276025,Paleni,Nkonkobe,Eastern Cape,220
276026,KwaNomadolo,Nkonkobe,Eastern Cape,248
276027,Hopefield,Nkonkobe,Eastern Cape,329
276028,Lower Hopefield,Nkonkobe,Eastern Cape,527
276029,Pefferkop,Nkonkobe,Eastern Cape,344
276030,Mdeni B,Nkonkobe,Eastern Cape,127
276031,KwaNgodloza,Nkonkobe,Eastern Cape,169
276032,Ngwangwane,Nkonkobe,Eastern Cape,28
276033,Jomlo,Nkonkobe,Eastern Cape,455
276034,KwaMpundu,Nkonkobe,Eastern Cape,335
276035,Gwali,Nkonkobe,Eastern Cape,276
276036,Msobomvu,Nkonkobe,Eastern Cape,1765
276037,Bergplaas,Nkonkobe,Eastern Cape,415
276038,Siphingweni,Nkonkobe,Eastern Cape,85
276039,Komkhulu,Nkonkobe,Eastern Cape,82
276040,KwaNdlankomo,Nkonkobe,Eastern Cape,141
276041,Rhwantsana,Nkonkobe,Eastern Cape,98
276042,Mazotshweni,Nkonkobe,Eastern Cape,274
276043,Blink Water,Nkonkobe,Eastern Cape,787
276044,Fernvilla,Nkonkobe,Eastern Cape,527
276045,Kwezana A,Nkonkobe,Eastern Cape,298
276046,Majwareni,Nkonkobe,Eastern Cape,343
276047,eSigingqini B,Nkonkobe,Eastern Cape,501
276048,Machibini,Nkonkobe,Eastern Cape,158
276049,KwaMqayisa,Nkonkobe,Eastern Cape,221
276050,Mcamama,Nkonkobe,Eastern Cape,150
276051,Zixinene,Nkonkobe,Eastern Cape,219
276052,Ndlovura,Nkonkobe,Eastern Cape,198
276053,Woburn,Nkonkobe,Eastern Cape,100
276054,Magwalala,Nkonkobe,Eastern Cape,268
276055,KwaNacelwane,Nkonkobe,Eastern Cape,174
276056,KwaWezo,Nkonkobe,Eastern Cape,236
276057,Nduweni,Nkonkobe,Eastern Cape,195
276058,Mpatheni,Nkonkobe,Eastern Cape,268
276059,Mdeni A,Nkonkobe,Eastern Cape,60
276060,Melani,Nkonkobe,Eastern Cape,783
276061,KwaNobanda,Nkonkobe,Eastern Cape,142
276062,Mkobeni,Nkonkobe,Eastern Cape,133
276063,Komkulu B,Nkonkobe,Eastern Cape,61
276064,Lamyeni,Nkonkobe,Eastern Cape,419
276065,Luzini,Nkonkobe,Eastern Cape,100
276066,Cimezile,Nkonkobe,Eastern Cape,281
276067,KwaNgwevu,Nkonkobe,Eastern Cape,332
276068,Tyatyora,Nkonkobe,Eastern Cape,434
276069,KwaDish,Nkonkobe,Eastern Cape,93
276070,Teba,Nkonkobe,Eastern Cape,268
276071,Fort Beaufort,Nkonkobe,Eastern Cape,25668
276072,KwaMlalandle,Nkonkobe,Eastern Cape,522
276073,Rwarwa,Nkonkobe,Eastern Cape,777
276074,KwaNtola,Nkonkobe,Eastern Cape,724
276075,Jonini,Nkonkobe,Eastern Cape,190
276076,KwaNgobe,Nkonkobe,Eastern Cape,662
276077,Gaga,Nkonkobe,Eastern Cape,588
276078,Mgquba,Nkonkobe,Eastern Cape,1014
276079,eNgwabeni,Nkonkobe,Eastern Cape,659
276080,KwaNdaba,Nkonkobe,Eastern Cape,288
276081,Sinakanaka,Nkonkobe,Eastern Cape,995
276082,Mtwaku,Nkonkobe,Eastern Cape,356
276083,Ngwalana,Nkonkobe,Eastern Cape,472
276084,Ncera,Nkonkobe,Eastern Cape,332
276085,Outubeni,Nkonkobe,Eastern Cape,79
276086,Lower Endwell,Nkonkobe,Eastern Cape,2
276087,Mxali,Nkonkobe,Eastern Cape,155
276088,Mabeleni,Nkonkobe,Eastern Cape,110
276089,Ngele,Nkonkobe,Eastern Cape,447
276090,Gqumashe,Nkonkobe,Eastern Cape,562
276091,Nonzwakazi,Nkonkobe,Eastern Cape,976
276092,Lenge,Nkonkobe,Eastern Cape,322
276093,Roxeni,Nkonkobe,Eastern Cape,310
276094,Dyamala,Nkonkobe,Eastern Cape,523
276095,Mavuso,Nkonkobe,Eastern Cape,1188
276096,Alice,Nkonkobe,Eastern Cape,15143
276097,Napier Park,Nkonkobe,Eastern Cape,469
276098,eMxohelo,Nkonkobe,Eastern Cape,172
276099,Cilidara,Nkonkobe,Eastern Cape,580
276100,Elugudwini,Nkonkobe,Eastern Cape,263
276101,Mfiki,Nkonkobe,Eastern Cape,885
276102,Middledrift,Nkonkobe,Eastern Cape,2140
276103,Thorn Park,Nkonkobe,Eastern Cape,386
276104,Esixekweni B,Nkonkobe,Eastern Cape,446
276105,eLalini,Nkonkobe,Eastern Cape,198
276106,KwaTyutyuza,Nkonkobe,Eastern Cape,333
276107,KwaMemela,Nkonkobe,Eastern Cape,339
276108,eSigingqini A,Nkonkobe,Eastern Cape,555
276109,Kwezana B,Nkonkobe,Eastern Cape,452
276110,Lalini A,Nkonkobe,Eastern Cape,502
276111,Imincangathelo,Nkonkobe,Eastern Cape,853
276112,Efama,Nkonkobe,Eastern Cape,414
276113,Mtombo,Nkonkobe,Eastern Cape,658
276114,Igudweni B,Nkonkobe,Eastern Cape,77
276115,eDrayini,Nkonkobe,Eastern Cape,474
276116,Igudweni A,Nkonkobe,Eastern Cape,267
276117,Lalini B,Nkonkobe,Eastern Cape,280
276118,Lebanon,Nkonkobe,Eastern Cape,483
276119,Cathcartvale B,Nkonkobe,Eastern Cape,723
276120,Ngqika,Nkonkobe,Eastern Cape,1517
276121,Red Hill,Nkonkobe,Eastern Cape,362
276122,kwaSawu,Nkonkobe,Eastern Cape,947
276123,Khayamnandi,Nkonkobe,Eastern Cape,1342
276124,Sweet,Nkonkobe,Eastern Cape,100
276125,Zixotyeni,Nkonkobe,Eastern Cape,120
276126,KwaSityi,Nkonkobe,Eastern Cape,657
276127,Saki,Nkonkobe,Eastern Cape,601
276128,Ngwenya,Nkonkobe,Eastern Cape,531
276129,Gaqa,Nkonkobe,Eastern Cape,391
276130,Ecingweni,Nkonkobe,Eastern Cape,117
276131,Exesi,Nkonkobe,Eastern Cape,234
276132,Allandale,Nkonkobe,Eastern Cape,414
276133,Gerfield,Nkonkobe,Eastern Cape,226
276134,Debe Nek,Nkonkobe,Eastern Cape,21
276135,Qolo,Nkonkobe,Eastern Cape,481
276136,Debe Valley A,Nkonkobe,Eastern Cape,378
276137,Zihlahleni,Nkonkobe,Eastern Cape,969
276138,Maipase,Nkonkobe,Eastern Cape,1092
276139,Msulungwa,Nkonkobe,Eastern Cape,536
276140,Calderwood,Nkonkobe,Eastern Cape,197
276141,Tafeni,Nkonkobe,Eastern Cape,618
276142,Gqadushe,Nkonkobe,Eastern Cape,286
276143,Newtown,Nkonkobe,Eastern Cape,778
276144,Debe Valley B,Nkonkobe,Eastern Cape,662
276145,Singeni,Nkonkobe,Eastern Cape,341
276146,Nduveni,Nkonkobe,Eastern Cape,216
276147,Esgangeni,Nkonkobe,Eastern Cape,256
276148,Ntonga,Nkonkobe,Eastern Cape,513
276149,Lolini,Nkonkobe,Eastern Cape,515
276150,Maoibini,Nkonkobe,Eastern Cape,445
276151,Mavuvumezini,Nkonkobe,Eastern Cape,974
276152,Bulura,Nkonkobe,Eastern Cape,302
276153,eMatsamraleni A,Nkonkobe,Eastern Cape,54
276154,Mnqaba James,Nkonkobe,Eastern Cape,585
276155,Koloni,Nkonkobe,Eastern Cape,209
276156,Debe Marela,Nkonkobe,Eastern Cape,426
276157,Xukwane,Nkonkobe,Eastern Cape,976
276158,Skolweni,Nkonkobe,Eastern Cape,228
276159,Komkulu A,Nkonkobe,Eastern Cape,230
276160,Pewuleni,Nkonkobe,Eastern Cape,619
276161,Esixekweni A,Nkonkobe,Eastern Cape,195
276162,Mpozisa,Nkonkobe,Eastern Cape,193
276163,Lower Sheshengu,Nkonkobe,Eastern Cape,144
276164,Ematsamraleni B,Nkonkobe,Eastern Cape,245
276165,eMgwanisheni,Nkonkobe,Eastern Cape,282
276166,kuDikidikana,Nkonkobe,Eastern Cape,634
276167,Mnqaba Kulile,Nkonkobe,Eastern Cape,1252
276168,Ngqolowa A,Nkonkobe,Eastern Cape,205
276169,Qibira B,Nkonkobe,Eastern Cape,126
276170,Mgxotyeni,Nkonkobe,Eastern Cape,486
276171,Qibira A,Nkonkobe,Eastern Cape,622
276172,KwaKulile,Nkonkobe,Eastern Cape,140
276173,Qibira C,Nkonkobe,Eastern Cape,5
276174,Ngqolowa B,Nkonkobe,Eastern Cape,572
276175,Ndindwa,Nkonkobe,Eastern Cape,448
276176,Dhlawu,Nkonkobe,Eastern Cape,1225
276177,Zigodlo,Nkonkobe,Eastern Cape,660
276178,Nqcabasa,Nkonkobe,Eastern Cape,280
276179,Qutubeni,Nkonkobe,Eastern Cape,173
276180,Qamdobowa,Nkonkobe,Eastern Cape,594
276181,Zalaza,Nkonkobe,Eastern Cape,316
277001,Nxuba NU,Nxuba,Eastern Cape,3302
277002,Bedford,Nxuba,Eastern Cape,5976
277003,Nonzwakazi,Nxuba,Eastern Cape,1149
277004,Nyara,Nxuba,Eastern Cape,1645
277005,Adelaide,Nxuba,Eastern Cape,6126
277006,Lingelethu,Nxuba,Eastern Cape,6065
278001,Middelburg,Inxuba Yethemba,Eastern Cape,18681
278002,Inxuba Yethemba NU,Inxuba Yethemba,Eastern Cape,10208
278003,Cradock,Inxuba Yethemba,Eastern Cape,36671
279001,Hofmeyr,Tsolwana,Eastern Cape,326
279002,Luxolweni,Tsolwana,Eastern Cape,3354
279003,Tsolwana NU,Tsolwana,Eastern Cape,3942
279004,Hopefield,Tsolwana,Eastern Cape,1597
279005,Thorneycroft,Tsolwana,Eastern Cape,757
279006,Prospect,Tsolwana,Eastern Cape,126
279007,Thornhill,Tsolwana,Eastern Cape,5288
279008,Mitfort,Tsolwana,Eastern Cape,2434
279009,Tarkastad,Tsolwana,Eastern Cape,1604
279010,Zola,Tsolwana,Eastern Cape,4455
279011,Rocklands,Tsolwana,Eastern Cape,1532
279012,Beccles,Tsolwana,Eastern Cape,1032
279013,Tentergate,Tsolwana,Eastern Cape,5187
279014,Phelandaba,Tsolwana,Eastern Cape,882
279015,Kwezi,Tsolwana,Eastern Cape,766
279016,Tsolwana,Tsolwana,Eastern Cape,0
280001,Molteno,Inkwanca,Eastern Cape,11553
280002,Inkwanca NU,Inkwanca,Eastern Cape,3253
280003,Sterkstroom,Inkwanca,Eastern Cape,3888
280004,Masakhe,Inkwanca,Eastern Cape,3277
281001,Ndumangeni,Lukanji,Eastern Cape,109
281002,Lukhanji NU,Lukanji,Eastern Cape,6233
281002,Lukhanji NU North,Lukanji,Eastern Cape,1233
281003,Nkonkobe,Lukanji,Eastern Cape,522
281004,Gcina-L,Lukanji,Eastern Cape,234
281005,Gcina-P,Lukanji,Eastern Cape,225
281006,Gcina-M,Lukanji,Eastern Cape,160
281007,Gcina-O,Lukanji,Eastern Cape,277
281008,Gcina-AA,Lukanji,Eastern Cape,273
281009,Gcina-N,Lukanji,Eastern Cape,251
281010,Xuma,Lukanji,Eastern Cape,530
281011,Toisekraal,Lukanji,Eastern Cape,1467
281012,New Deka,Lukanji,Eastern Cape,1163
281013,Lesseyton,Lukanji,Eastern Cape,2715
281014,Machibini,Lukanji,Eastern Cape,787
281015,Ezibeleni,Lukanji,Eastern Cape,30113
281016,Mamfeneni,Lukanji,Eastern Cape,413
281017,Queenstown,Lukanji,Eastern Cape,43971
281018,Mlungisi,Lukanji,Eastern Cape,24901
281019,Koppies,Lukanji,Eastern Cape,626
281020,Malsoleni,Lukanji,Eastern Cape,271
281021,KwaNkcwa,Lukanji,Eastern Cape,1219
281022,Mthonjeni,Lukanji,Eastern Cape,977
281023,Mtebele,Lukanji,Eastern Cape,1705
281024,Mangena,Lukanji,Eastern Cape,249
281025,Nontloko,Lukanji,Eastern Cape,99
281026,Maumau,Lukanji,Eastern Cape,133
281027,Imvani,Lukanji,Eastern Cape,460
281028,Tshamehlo,Lukanji,Eastern Cape,205
281029,Ilinge,Lukanji,Eastern Cape,10689
281030,Glencoe,Lukanji,Eastern Cape,94
281031,Thembani,Lukanji,Eastern Cape,494
281032,Ntabelanga,Lukanji,Eastern Cape,323
281033,Botha's Hoek,Lukanji,Eastern Cape,176
281034,Bulhoek,Lukanji,Eastern Cape,214
281035,Qhwabi,Lukanji,Eastern Cape,228
281036,Lower Merino Walk,Lukanji,Eastern Cape,516
281037,Angola,Lukanji,Eastern Cape,1693
281038,McBridge,Lukanji,Eastern Cape,2127
281039,Lower Zangqokwe,Lukanji,Eastern Cape,98
281040,Kamastone,Lukanji,Eastern Cape,785
281041,Upper Zangqokwe,Lukanji,Eastern Cape,346
281042,Koonoona,Lukanji,Eastern Cape,672
281043,Fordyce,Lukanji,Eastern Cape,193
281044,Mceula,Lukanji,Eastern Cape,424
281045,Xaleni,Lukanji,Eastern Cape,161
281046,Brakkloof B,Lukanji,Eastern Cape,1083
281047,Hillisdale,Lukanji,Eastern Cape,35
281048,Tylden,Lukanji,Eastern Cape,572
281049,Amaqolomba,Lukanji,Eastern Cape,26
281050,Lower Didimana,Lukanji,Eastern Cape,1288
281051,KwaManzikrakra,Lukanji,Eastern Cape,125
281052,Brakkloof A,Lukanji,Eastern Cape,917
281053,Lower Hukuwa 1-B,Lukanji,Eastern Cape,136
281054,Lower Hukuwa 1-A,Lukanji,Eastern Cape,39
281055,Tambo,Lukanji,Eastern Cape,3056
281056,Mission,Lukanji,Eastern Cape,77
281057,Upper Didimana,Lukanji,Eastern Cape,330
281058,Sautana,Lukanji,Eastern Cape,79
281059,Upper Hukuwa,Lukanji,Eastern Cape,171
281060,Upper Hukuwa 3,Lukanji,Eastern Cape,53
281061,Elalini,Lukanji,Eastern Cape,144
281062,Eluqolweni,Lukanji,Eastern Cape,209
281063,Enqobokeni 1,Lukanji,Eastern Cape,157
281064,Enqobokeni 2,Lukanji,Eastern Cape,264
281065,Emcambalaleni,Lukanji,Eastern Cape,304
281066,Whittlesea,Lukanji,Eastern Cape,14756
281067,Sada,Lukanji,Eastern Cape,13493
281068,Hewu,Lukanji,Eastern Cape,2193
281069,Sawutiya,Lukanji,Eastern Cape,136
281070,Emtha,Lukanji,Eastern Cape,248
281071,Upper Lahlangubo,Lukanji,Eastern Cape,483
281072,Ngcamngeni,Lukanji,Eastern Cape,185
281073,Mabeleni,Lukanji,Eastern Cape,227
281074,Dyamala,Lukanji,Eastern Cape,175
281075,Lower Lahlangubo,Lukanji,Eastern Cape,243
281076,Sisilane,Lukanji,Eastern Cape,293
281077,Upper Tsitsikama,Lukanji,Eastern Cape,471
281078,Eardley,Lukanji,Eastern Cape,399
281079,Engojini,Lukanji,Eastern Cape,379
281080,Oxton,Lukanji,Eastern Cape,713
281081,Lower Tsitsikama B,Lukanji,Eastern Cape,194
281082,Manqondane,Lukanji,Eastern Cape,126
281083,Embekweni,Lukanji,Eastern Cape,1343
281084,KwaSisilane,Lukanji,Eastern Cape,160
281085,Gallawater,Lukanji,Eastern Cape,183
281086,Matiyeni,Lukanji,Eastern Cape,624
281087,Lower Hackney,Lukanji,Eastern Cape,209
281088,Prices Dale,Lukanji,Eastern Cape,107
281089,Yonda,Lukanji,Eastern Cape,823
281090,Sibonile  A,Lukanji,Eastern Cape,831
281091,Mkhanzi,Lukanji,Eastern Cape,466
281092,Upper Hackney,Lukanji,Eastern Cape,392
281093,EZweledinga,Lukanji,Eastern Cape,1022
281094,Allanwater,Lukanji,Eastern Cape,376
281095,Muswa-D,Lukanji,Eastern Cape,223
281096,Muswa-C,Lukanji,Eastern Cape,95
281097,Mtwakazi-A,Lukanji,Eastern Cape,336
281098,Mtwakazi-B,Lukanji,Eastern Cape,235
282001,Maqwateni,Intsika Yethu,Eastern Cape,126
282002,Intsika Yethu NU,Intsika Yethu,Eastern Cape,1617
282003,Mhlonyaneni,Intsika Yethu,Eastern Cape,129
282004,Bukwana,Intsika Yethu,Eastern Cape,907
282005,eLeni,Intsika Yethu,Eastern Cape,202
282006,Nqumakala,Intsika Yethu,Eastern Cape,316
282007,Emahlathini,Intsika Yethu,Eastern Cape,471
282008,Arosi,Intsika Yethu,Eastern Cape,422
282009,Ekuxeni,Intsika Yethu,Eastern Cape,123
282010,Ezinkomeni,Intsika Yethu,Eastern Cape,118
282011,KwaHala,Intsika Yethu,Eastern Cape,300
282012,KuMahlungulu,Intsika Yethu,Eastern Cape,176
282013,Zigquthu,Intsika Yethu,Eastern Cape,263
282014,Blasini Village,Intsika Yethu,Eastern Cape,184
282015,KwaTshatshu,Intsika Yethu,Eastern Cape,779
282016,Sidwadweni Village,Intsika Yethu,Eastern Cape,134
282017,Umntla/Maseleni Village,Intsika Yethu,Eastern Cape,165
282018,Lower Mtingwevu,Intsika Yethu,Eastern Cape,340
282019,Thabazini,Intsika Yethu,Eastern Cape,755
282020,Intsika Yethu,Intsika Yethu,Eastern Cape,10
282021,Maruleni,Intsika Yethu,Eastern Cape,468
282022,Gcina,Intsika Yethu,Eastern Cape,1229
282023,Maqingeni,Intsika Yethu,Eastern Cape,137
282024,Rwantsana,Intsika Yethu,Eastern Cape,184
282025,Emntla,Intsika Yethu,Eastern Cape,170
282026,Emzantsi,Intsika Yethu,Eastern Cape,221
282027,Samela,Intsika Yethu,Eastern Cape,234
282028,KuMabangula,Intsika Yethu,Eastern Cape,501
282029,Phelandaba,Intsika Yethu,Eastern Cape,219
282030,Kulo-Ngqayi,Intsika Yethu,Eastern Cape,317
282031,Tabazini,Intsika Yethu,Eastern Cape,306
282032,Mpunga,Intsika Yethu,Eastern Cape,57
282033,Phesheya Nququ,Intsika Yethu,Eastern Cape,364
282034,Cungwana,Intsika Yethu,Eastern Cape,307
282035,Ku-Bhanti,Intsika Yethu,Eastern Cape,274
282036,Damane,Intsika Yethu,Eastern Cape,509
282037,Mnqanqeni,Intsika Yethu,Eastern Cape,476
282038,Fama,Intsika Yethu,Eastern Cape,27
282039,Tshayelela,Intsika Yethu,Eastern Cape,211
282040,KuMbaxa,Intsika Yethu,Eastern Cape,604
282041,KuGongqo,Intsika Yethu,Eastern Cape,715
282042,Sigangeni,Intsika Yethu,Eastern Cape,550
282043,Qumanco B,Intsika Yethu,Eastern Cape,319
282044,Mamfengwini,Intsika Yethu,Eastern Cape,161
282045,eMawusheni A,Intsika Yethu,Eastern Cape,396
282046,Lubusi Dam Gate,Intsika Yethu,Eastern Cape,13
282047,KuNobopa,Intsika Yethu,Eastern Cape,186
282048,KwaMxonywa,Intsika Yethu,Eastern Cape,0
282049,KwaMzola,Intsika Yethu,Eastern Cape,2408
282050,Lahlamlenze,Intsika Yethu,Eastern Cape,304
282051,Mahlatini B,Intsika Yethu,Eastern Cape,266
282052,Maqwatini A,Intsika Yethu,Eastern Cape,612
282053,Diamond,Intsika Yethu,Eastern Cape,204
282054,Nyongwana B,Intsika Yethu,Eastern Cape,471
282055,KwaNongqongqwana,Intsika Yethu,Eastern Cape,997
282056,Qumanco A,Intsika Yethu,Eastern Cape,391
282057,KwaDlomo,Intsika Yethu,Eastern Cape,216
282058,Magomeni,Intsika Yethu,Eastern Cape,168
282059,Botani,Intsika Yethu,Eastern Cape,213
282060,KuNgqwaru,Intsika Yethu,Eastern Cape,573
282061,Matafeni,Intsika Yethu,Eastern Cape,182
282062,Luqolweni,Intsika Yethu,Eastern Cape,67
282063,eQolweni,Intsika Yethu,Eastern Cape,246
